sample-id	forward-absolute-filepath	reverse-absolute-filepath
SRR10076491	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076491_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076491_2.fastq.gz
SRR10076492	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076492_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076492_2.fastq.gz
SRR10076493	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076493_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076493_2.fastq.gz
SRR10076494	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076494_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076494_2.fastq.gz
SRR10076495	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076495_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076495_2.fastq.gz
SRR10076496	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076496_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076496_2.fastq.gz
SRR10076497	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076497_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076497_2.fastq.gz
SRR10076498	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076498_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076498_2.fastq.gz
SRR10076499	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076499_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076499_2.fastq.gz
SRR10076500	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076500_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076500_2.fastq.gz
SRR10076501	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076501_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076501_2.fastq.gz
SRR10076502	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076502_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076502_2.fastq.gz
SRR10076503	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076503_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076503_2.fastq.gz
SRR10076504	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076504_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076504_2.fastq.gz
SRR10076505	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076505_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076505_2.fastq.gz
SRR10076506	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076506_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076506_2.fastq.gz
SRR10076507	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076507_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076507_2.fastq.gz
SRR10076508	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076508_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076508_2.fastq.gz
SRR10076509	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076509_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076509_2.fastq.gz
SRR10076510	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076510_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076510_2.fastq.gz
SRR10076511	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076511_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076511_2.fastq.gz
SRR10076512	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076512_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076512_2.fastq.gz
SRR10076513	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076513_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076513_2.fastq.gz
SRR10076514	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076514_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076514_2.fastq.gz
SRR10076515	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076515_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076515_2.fastq.gz
SRR10076516	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076516_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076516_2.fastq.gz
SRR10076517	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076517_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076517_2.fastq.gz
SRR10076518	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076518_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076518_2.fastq.gz
SRR10076519	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076519_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076519_2.fastq.gz
SRR10076520	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076520_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076520_2.fastq.gz
SRR10076521	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076521_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076521_2.fastq.gz
SRR10076522	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076522_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076522_2.fastq.gz
SRR10076523	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076523_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076523_2.fastq.gz
SRR10076524	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076524_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076524_2.fastq.gz
SRR10076525	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076525_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076525_2.fastq.gz
SRR10076526	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076526_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076526_2.fastq.gz
SRR10076527	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076527_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076527_2.fastq.gz
SRR10076528	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076528_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076528_2.fastq.gz
SRR10076529	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076529_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076529_2.fastq.gz
SRR10076530	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076530_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076530_2.fastq.gz
SRR10076531	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076531_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076531_2.fastq.gz
SRR10076532	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076532_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076532_2.fastq.gz
SRR10076533	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076533_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076533_2.fastq.gz
SRR10076534	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076534_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076534_2.fastq.gz
SRR10076535	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076535_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076535_2.fastq.gz
SRR10076536	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076536_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076536_2.fastq.gz
SRR10076537	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076537_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076537_2.fastq.gz
SRR10076538	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076538_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076538_2.fastq.gz
SRR10076539	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076539_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076539_2.fastq.gz
SRR10076540	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076540_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076540_2.fastq.gz
SRR10076541	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076541_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076541_2.fastq.gz
SRR10076542	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076542_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076542_2.fastq.gz
SRR10076543	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076543_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076543_2.fastq.gz
SRR10076544	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076544_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076544_2.fastq.gz
SRR10076545	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076545_1.fastq.gz	/Users/sukuna/projeto/ic/IC-Plastic-Soil/data/projeto-07/raw/samples/SRR10076545_2.fastq.gz
